product,plant,availability_check_type,profit_center,mrp_type,_source_file,_source_row
S8907367035961,PB07,NC,ABC001,ND,part-20251119-133439-232.jsonl,751
S8907367035961,RJ07,NC,ABC001,ND,part-20251119-133439-232.jsonl,752
S8907367035961,TL05,NC,ABC001,ND,part-20251119-133439-232.jsonl,753
S8907367035961,TL07,NC,ABC001,ND,part-20251119-133439-232.jsonl,754
S8907367035961,TM05,NC,ABC001,ND,part-20251119-133439-232.jsonl,755
S8907367035961,TM07,NC,ABC001,ND,part-20251119-133439-232.jsonl,756
S8907367035961,UP05,NC,ABC001,ND,part-20251119-133439-232.jsonl,757
S8907367035961,UP07,NC,ABC001,ND,part-20251119-133439-232.jsonl,758
S8907367035961,WB05,NC,ABC001,ND,part-20251119-133439-232.jsonl,759
S8907367035961,WB07,NC,ABC001,ND,part-20251119-133439-232.jsonl,760
S8907367035978,1001,NC,ABC001,ND,part-20251119-133439-232.jsonl,761
S8907367035978,1002,NC,ABC001,ND,part-20251119-133439-232.jsonl,762
S8907367035978,1003,NC,ABC001,ND,part-20251119-133439-232.jsonl,763
S8907367035978,1005,NC,ABC001,ND,part-20251119-133439-232.jsonl,764
S8907367035978,1006,NC,ABC001,ND,part-20251119-133439-232.jsonl,765
S8907367035978,1007,NC,ABC001,ND,part-20251119-133439-232.jsonl,766
S8907367035978,1010,NC,ABC001,ND,part-20251119-133439-232.jsonl,767
S8907367035978,1011,NC,ABC001,ND,part-20251119-133439-232.jsonl,768
S8907367035978,1012,NC,ABC001,ND,part-20251119-133439-232.jsonl,769
S8907367035978,1301,NC,ABC001,ND,part-20251119-133439-232.jsonl,770
S8907367035978,1302,NC,ABC001,ND,part-20251119-133439-232.jsonl,771
S8907367035978,1303,NC,ABC001,ND,part-20251119-133439-232.jsonl,772
S8907367035978,1920,NC,ABC001,ND,part-20251119-133439-232.jsonl,773
S8907367035978,1921,NC,ABC001,ND,part-20251119-133439-232.jsonl,774
S8907367035978,1922,NC,ABC001,ND,part-20251119-133439-232.jsonl,775
S8907367035978,AP05,NC,ABC001,ND,part-20251119-133439-232.jsonl,776
S8907367035978,AS05,NC,ABC001,ND,part-20251119-133439-232.jsonl,777
S8907367035978,BH05,NC,ABC001,ND,part-20251119-133439-232.jsonl,778
S8907367035978,CH07,NC,ABC001,ND,part-20251119-133439-232.jsonl,779
S8907367035978,DL05,NC,ABC001,ND,part-20251119-133439-232.jsonl,780
S8907367035978,DL07,NC,ABC001,ND,part-20251119-133439-232.jsonl,781
S8907367035978,GJ05,NC,ABC001,ND,part-20251119-133439-232.jsonl,782
S8907367035978,HR00,NC,ABC001,ND,part-20251119-133439-232.jsonl,783
S8907367035978,HR05,NC,ABC001,ND,part-20251119-133439-232.jsonl,784
S8907367035978,HR07,NC,ABC001,ND,part-20251119-133439-232.jsonl,785
S8907367035978,JH05,NC,ABC001,ND,part-20251119-133439-232.jsonl,786
S8907367035978,KA05,NC,ABC001,ND,part-20251119-133439-232.jsonl,787
S8907367035978,KA07,NC,ABC001,ND,part-20251119-133439-232.jsonl,788
S8907367035978,KR05,NC,ABC001,ND,part-20251119-133439-232.jsonl,789
S8907367035978,KR07,NC,ABC001,ND,part-20251119-133439-232.jsonl,790
S8907367035978,MH05,NC,ABC001,ND,part-20251119-133439-232.jsonl,791
S8907367035978,MH07,NC,ABC001,ND,part-20251119-133439-232.jsonl,792
S8907367035978,MP07,NC,ABC001,ND,part-20251119-133439-232.jsonl,793
S8907367035978,PB05,NC,ABC001,ND,part-20251119-133439-232.jsonl,794
S8907367035978,PB07,NC,ABC001,ND,part-20251119-133439-232.jsonl,795
S8907367035978,RJ07,NC,ABC001,ND,part-20251119-133439-232.jsonl,796
S8907367035978,TL05,NC,ABC001,ND,part-20251119-133439-232.jsonl,797
S8907367035978,TL07,NC,ABC001,ND,part-20251119-133439-232.jsonl,798
S8907367035978,TM05,NC,ABC001,ND,part-20251119-133439-232.jsonl,799
S8907367035978,TM07,NC,ABC001,ND,part-20251119-133439-232.jsonl,800
S8907367035978,UP05,NC,ABC001,ND,part-20251119-133439-232.jsonl,801
S8907367035978,UP07,NC,ABC001,ND,part-20251119-133439-232.jsonl,802
S8907367035978,WB05,NC,ABC001,ND,part-20251119-133439-232.jsonl,803
S8907367035978,WB07,NC,ABC001,ND,part-20251119-133439-232.jsonl,804
S8907367035985,1001,NC,ABC001,ND,part-20251119-133439-232.jsonl,805
S8907367035985,1002,NC,ABC001,ND,part-20251119-133439-232.jsonl,806
S8907367035985,1003,NC,ABC001,ND,part-20251119-133439-232.jsonl,807
S8907367035985,1005,NC,ABC001,ND,part-20251119-133439-232.jsonl,808
S8907367035985,1006,NC,ABC001,ND,part-20251119-133439-232.jsonl,809
S8907367035985,1007,NC,ABC001,ND,part-20251119-133439-232.jsonl,810
S8907367035985,1010,NC,ABC001,ND,part-20251119-133439-232.jsonl,811
S8907367035985,1011,NC,ABC001,ND,part-20251119-133439-232.jsonl,812
S8907367035985,1012,NC,ABC001,ND,part-20251119-133439-232.jsonl,813
S8907367035985,1301,NC,ABC001,ND,part-20251119-133439-232.jsonl,814
S8907367035985,1302,NC,ABC001,ND,part-20251119-133439-232.jsonl,815
S8907367035985,1303,NC,ABC001,ND,part-20251119-133439-232.jsonl,816
S8907367035985,1920,NC,ABC001,ND,part-20251119-133439-232.jsonl,817
S8907367035985,1921,NC,ABC001,ND,part-20251119-133439-232.jsonl,818
S8907367035985,1922,NC,ABC001,ND,part-20251119-133439-232.jsonl,819
S8907367035985,AP05,NC,ABC001,ND,part-20251119-133439-232.jsonl,820
S8907367035985,AS05,NC,ABC001,ND,part-20251119-133439-232.jsonl,821
S8907367035985,BH05,NC,ABC001,ND,part-20251119-133439-232.jsonl,822
S8907367035985,CH07,NC,ABC001,ND,part-20251119-133439-232.jsonl,823
S8907367035985,DL05,NC,ABC001,ND,part-20251119-133439-232.jsonl,824
S8907367035985,DL07,NC,ABC001,ND,part-20251119-133439-232.jsonl,825
S8907367035985,GJ05,NC,ABC001,ND,part-20251119-133439-232.jsonl,826
S8907367035985,HR00,NC,ABC001,ND,part-20251119-133439-232.jsonl,827
S8907367035985,HR05,NC,ABC001,ND,part-20251119-133439-232.jsonl,828
S8907367035985,HR07,NC,ABC001,ND,part-20251119-133439-232.jsonl,829
S8907367035985,JH05,NC,ABC001,ND,part-20251119-133439-232.jsonl,830
S8907367035985,KA05,NC,ABC001,ND,part-20251119-133439-232.jsonl,831
S8907367035985,KA07,NC,ABC001,ND,part-20251119-133439-232.jsonl,832
S8907367035985,KR05,NC,ABC001,ND,part-20251119-133439-232.jsonl,833
S8907367035985,KR07,NC,ABC001,ND,part-20251119-133439-232.jsonl,834
S8907367035985,MH05,NC,ABC001,ND,part-20251119-133439-232.jsonl,835
S8907367035985,MH07,NC,ABC001,ND,part-20251119-133439-232.jsonl,836
S8907367035985,MP07,NC,ABC001,ND,part-20251119-133439-232.jsonl,837
S8907367035985,PB05,NC,ABC001,ND,part-20251119-133439-232.jsonl,838
S8907367035985,PB07,NC,ABC001,ND,part-20251119-133439-232.jsonl,839
S8907367035985,RJ07,NC,ABC001,ND,part-20251119-133439-232.jsonl,840
S8907367035985,TL05,NC,ABC001,ND,part-20251119-133439-232.jsonl,841
S8907367035985,TL07,NC,ABC001,ND,part-20251119-133439-232.jsonl,842
S8907367035985,TM05,NC,ABC001,ND,part-20251119-133439-232.jsonl,843
S8907367035985,TM07,NC,ABC001,ND,part-20251119-133439-232.jsonl,844
S8907367035985,UP05,NC,ABC001,ND,part-20251119-133439-232.jsonl,845
S8907367035985,UP07,NC,ABC001,ND,part-20251119-133439-232.jsonl,846
S8907367035985,WB05,NC,ABC001,ND,part-20251119-133439-232.jsonl,847
S8907367035985,WB07,NC,ABC001,ND,part-20251119-133439-232.jsonl,848
S8907367035992,1001,NC,ABC001,ND,part-20251119-133439-232.jsonl,849
S8907367035992,1002,NC,ABC001,ND,part-20251119-133439-232.jsonl,850
S8907367035992,1003,NC,ABC001,ND,part-20251119-133439-232.jsonl,851
S8907367035992,1005,NC,ABC001,ND,part-20251119-133439-232.jsonl,852
S8907367035992,1006,NC,ABC001,ND,part-20251119-133439-232.jsonl,853
S8907367035992,1007,NC,ABC001,ND,part-20251119-133439-232.jsonl,854
S8907367035992,1010,NC,ABC001,ND,part-20251119-133439-232.jsonl,855
S8907367035992,1011,NC,ABC001,ND,part-20251119-133439-232.jsonl,856
S8907367035992,1012,NC,ABC001,ND,part-20251119-133439-232.jsonl,857
S8907367035992,1301,NC,ABC001,ND,part-20251119-133439-232.jsonl,858
S8907367035992,1302,NC,ABC001,ND,part-20251119-133439-232.jsonl,859
S8907367035992,1303,NC,ABC001,ND,part-20251119-133439-232.jsonl,860
S8907367035992,1920,NC,ABC001,ND,part-20251119-133439-232.jsonl,861
S8907367035992,1921,NC,ABC001,ND,part-20251119-133439-232.jsonl,862
S8907367035992,1922,NC,ABC001,ND,part-20251119-133439-232.jsonl,863
S8907367035992,AP05,NC,ABC001,ND,part-20251119-133439-232.jsonl,864
S8907367035992,AS05,NC,ABC001,ND,part-20251119-133439-232.jsonl,865
S8907367035992,BH05,NC,ABC001,ND,part-20251119-133439-232.jsonl,866
S8907367035992,CH07,NC,ABC001,ND,part-20251119-133439-232.jsonl,867
S8907367035992,DL05,NC,ABC001,ND,part-20251119-133439-232.jsonl,868
S8907367035992,DL07,NC,ABC001,ND,part-20251119-133439-232.jsonl,869
S8907367035992,GJ05,NC,ABC001,ND,part-20251119-133439-232.jsonl,870
S8907367035992,HR00,NC,ABC001,ND,part-20251119-133439-232.jsonl,871
S8907367035992,HR05,NC,ABC001,ND,part-20251119-133439-232.jsonl,872
S8907367035992,HR07,NC,ABC001,ND,part-20251119-133439-232.jsonl,873
S8907367035992,JH05,NC,ABC001,ND,part-20251119-133439-232.jsonl,874
S8907367035992,KA05,NC,ABC001,ND,part-20251119-133439-232.jsonl,875
S8907367035992,KA07,NC,ABC001,ND,part-20251119-133439-232.jsonl,876
S8907367035992,KR05,NC,ABC001,ND,part-20251119-133439-232.jsonl,877
S8907367035992,KR07,NC,ABC001,ND,part-20251119-133439-232.jsonl,878
S8907367035992,MH05,NC,ABC001,ND,part-20251119-133439-232.jsonl,879
S8907367035992,MH07,NC,ABC001,ND,part-20251119-133439-232.jsonl,880
S8907367035992,MP07,NC,ABC001,ND,part-20251119-133439-232.jsonl,881
S8907367035992,PB05,NC,ABC001,ND,part-20251119-133439-232.jsonl,882
S8907367035992,PB07,NC,ABC001,ND,part-20251119-133439-232.jsonl,883
S8907367035992,RJ07,NC,ABC001,ND,part-20251119-133439-232.jsonl,884
S8907367035992,TL05,NC,ABC001,ND,part-20251119-133439-232.jsonl,885
S8907367035992,TL07,NC,ABC001,ND,part-20251119-133439-232.jsonl,886
S8907367035992,TM05,NC,ABC001,ND,part-20251119-133439-232.jsonl,887
S8907367035992,TM07,NC,ABC001,ND,part-20251119-133439-232.jsonl,888
S8907367035992,UP05,NC,ABC001,ND,part-20251119-133439-232.jsonl,889
S8907367035992,UP07,NC,ABC001,ND,part-20251119-133439-232.jsonl,890
S8907367035992,WB05,NC,ABC001,ND,part-20251119-133439-232.jsonl,891
S8907367035992,WB07,NC,ABC001,ND,part-20251119-133439-232.jsonl,892
S8907367036722,1001,NC,ABC001,ND,part-20251119-133439-232.jsonl,893
S8907367036722,1002,NC,ABC001,ND,part-20251119-133439-232.jsonl,894
S8907367036722,1003,NC,ABC001,ND,part-20251119-133439-232.jsonl,895
S8907367036722,1005,NC,ABC001,ND,part-20251119-133439-232.jsonl,896
S8907367036722,1006,NC,ABC001,ND,part-20251119-133439-232.jsonl,897
S8907367036722,1007,NC,ABC001,ND,part-20251119-133439-232.jsonl,898
S8907367036722,1010,NC,ABC001,ND,part-20251119-133439-232.jsonl,899
S8907367036722,1011,NC,ABC001,ND,part-20251119-133439-232.jsonl,900
S8907367036722,1012,NC,ABC001,ND,part-20251119-133439-232.jsonl,901
S8907367036722,1301,NC,ABC001,ND,part-20251119-133439-232.jsonl,902
S8907367036722,1302,NC,ABC001,ND,part-20251119-133439-232.jsonl,903
S8907367036722,1303,NC,ABC001,ND,part-20251119-133439-232.jsonl,904
S8907367036722,1920,NC,ABC001,ND,part-20251119-133439-232.jsonl,905
S8907367036722,1921,NC,ABC001,ND,part-20251119-133439-232.jsonl,906
S8907367036722,1922,NC,ABC001,ND,part-20251119-133439-232.jsonl,907
S8907367036722,AP05,NC,ABC001,ND,part-20251119-133439-232.jsonl,908
S8907367036722,AS05,NC,ABC001,ND,part-20251119-133439-232.jsonl,909
S8907367036722,BH05,NC,ABC001,ND,part-20251119-133439-232.jsonl,910
S8907367036722,CH07,NC,ABC001,ND,part-20251119-133439-232.jsonl,911
S8907367036722,DL05,NC,ABC001,ND,part-20251119-133439-232.jsonl,912
S8907367036722,DL07,NC,ABC001,ND,part-20251119-133439-232.jsonl,913
S8907367036722,GJ05,NC,ABC001,ND,part-20251119-133439-232.jsonl,914
S8907367036722,HR00,NC,ABC001,ND,part-20251119-133439-232.jsonl,915
S8907367036722,HR05,NC,ABC001,ND,part-20251119-133439-232.jsonl,916
S8907367036722,HR07,NC,ABC001,ND,part-20251119-133439-232.jsonl,917
S8907367036722,JH05,NC,ABC001,ND,part-20251119-133439-232.jsonl,918
S8907367036722,KA05,NC,ABC001,ND,part-20251119-133439-232.jsonl,919
S8907367036722,KA07,NC,ABC001,ND,part-20251119-133439-232.jsonl,920
S8907367036722,KR05,NC,ABC001,ND,part-20251119-133439-232.jsonl,921
S8907367036722,KR07,NC,ABC001,ND,part-20251119-133439-232.jsonl,922
S8907367036722,MH05,NC,ABC001,ND,part-20251119-133439-232.jsonl,923
S8907367036722,MH07,NC,ABC001,ND,part-20251119-133439-232.jsonl,924
S8907367036722,MP07,NC,ABC001,ND,part-20251119-133439-232.jsonl,925
S8907367036722,PB05,NC,ABC001,ND,part-20251119-133439-232.jsonl,926
S8907367036722,PB07,NC,ABC001,ND,part-20251119-133439-232.jsonl,927
S8907367036722,RJ07,NC,ABC001,ND,part-20251119-133439-232.jsonl,928
S8907367036722,TL05,NC,ABC001,ND,part-20251119-133439-232.jsonl,929
S8907367036722,TL07,NC,ABC001,ND,part-20251119-133439-232.jsonl,930
S8907367036722,TM05,NC,ABC001,ND,part-20251119-133439-232.jsonl,931
S8907367036722,TM07,NC,ABC001,ND,part-20251119-133439-232.jsonl,932
S8907367036722,UP05,NC,ABC001,ND,part-20251119-133439-232.jsonl,933
S8907367036722,UP07,NC,ABC001,ND,part-20251119-133439-232.jsonl,934
S8907367036722,WB05,NC,ABC001,ND,part-20251119-133439-232.jsonl,935
S8907367036722,WB07,NC,ABC001,ND,part-20251119-133439-232.jsonl,936
S8907367037156,1001,NC,ABC001,ND,part-20251119-133439-232.jsonl,937
S8907367037156,1002,NC,ABC001,ND,part-20251119-133439-232.jsonl,938
S8907367037156,1003,NC,ABC001,ND,part-20251119-133439-232.jsonl,939
S8907367037156,1005,NC,ABC001,ND,part-20251119-133439-232.jsonl,940
S8907367037156,1006,NC,ABC001,ND,part-20251119-133439-232.jsonl,941
S8907367037156,1007,NC,ABC001,ND,part-20251119-133439-232.jsonl,942
S8907367037156,1010,NC,ABC001,ND,part-20251119-133439-232.jsonl,943
S8907367037156,1011,NC,ABC001,ND,part-20251119-133439-232.jsonl,944
S8907367037156,1012,NC,ABC001,ND,part-20251119-133439-232.jsonl,945
S8907367037156,1301,NC,ABC001,ND,part-20251119-133439-232.jsonl,946
S8907367037156,1302,NC,ABC001,ND,part-20251119-133439-232.jsonl,947
S8907367037156,1303,NC,ABC001,ND,part-20251119-133439-232.jsonl,948
S8907367037156,1920,NC,ABC001,ND,part-20251119-133439-232.jsonl,949
S8907367037156,1921,NC,ABC001,ND,part-20251119-133439-232.jsonl,950
S8907367037156,1922,NC,ABC001,ND,part-20251119-133439-232.jsonl,951
S8907367037156,AP05,NC,ABC001,ND,part-20251119-133439-232.jsonl,952
S8907367037156,AS05,NC,ABC001,ND,part-20251119-133439-232.jsonl,953
S8907367037156,BH05,NC,ABC001,ND,part-20251119-133439-232.jsonl,954
S8907367037156,CH07,NC,ABC001,ND,part-20251119-133439-232.jsonl,955
S8907367037156,DL05,NC,ABC001,ND,part-20251119-133439-232.jsonl,956
S8907367037156,DL07,NC,ABC001,ND,part-20251119-133439-232.jsonl,957
S8907367037156,GJ05,NC,ABC001,ND,part-20251119-133439-232.jsonl,958
S8907367037156,HR00,NC,ABC001,ND,part-20251119-133439-232.jsonl,959
S8907367037156,HR05,NC,ABC001,ND,part-20251119-133439-232.jsonl,960
S8907367037156,HR07,NC,ABC001,ND,part-20251119-133439-232.jsonl,961
S8907367037156,JH05,NC,ABC001,ND,part-20251119-133439-232.jsonl,962
S8907367037156,KA05,NC,ABC001,ND,part-20251119-133439-232.jsonl,963
S8907367037156,KA07,NC,ABC001,ND,part-20251119-133439-232.jsonl,964
S8907367037156,KR05,NC,ABC001,ND,part-20251119-133439-232.jsonl,965
S8907367037156,KR07,NC,ABC001,ND,part-20251119-133439-232.jsonl,966
S8907367037156,MH05,NC,ABC001,ND,part-20251119-133439-232.jsonl,967
S8907367037156,MH07,NC,ABC001,ND,part-20251119-133439-232.jsonl,968
S8907367037156,MP07,NC,ABC001,ND,part-20251119-133439-232.jsonl,969
S8907367037156,PB05,NC,ABC001,ND,part-20251119-133439-232.jsonl,970
S8907367037156,PB07,NC,ABC001,ND,part-20251119-133439-232.jsonl,971
S8907367037156,RJ07,NC,ABC001,ND,part-20251119-133439-232.jsonl,972
S8907367037156,TL05,NC,ABC001,ND,part-20251119-133439-232.jsonl,973
S8907367037156,TL07,NC,ABC001,ND,part-20251119-133439-232.jsonl,974
S8907367037156,TM05,NC,ABC001,ND,part-20251119-133439-232.jsonl,975
S8907367037156,TM07,NC,ABC001,ND,part-20251119-133439-232.jsonl,976
S8907367037156,UP05,NC,ABC001,ND,part-20251119-133439-232.jsonl,977
S8907367037156,UP07,NC,ABC001,ND,part-20251119-133439-232.jsonl,978
S8907367037156,WB05,NC,ABC001,ND,part-20251119-133439-232.jsonl,979
S8907367037156,WB07,NC,ABC001,ND,part-20251119-133439-232.jsonl,980
S8907367038108,1001,NC,ABC001,ND,part-20251119-133439-232.jsonl,981
S8907367038108,1002,NC,ABC001,ND,part-20251119-133439-232.jsonl,982
S8907367038108,1003,NC,ABC001,ND,part-20251119-133439-232.jsonl,983
S8907367038108,1005,NC,ABC001,ND,part-20251119-133439-232.jsonl,984
S8907367038108,1006,NC,ABC001,ND,part-20251119-133439-232.jsonl,985
S8907367038108,1007,NC,ABC001,ND,part-20251119-133439-232.jsonl,986
S8907367038108,1010,NC,ABC001,ND,part-20251119-133439-232.jsonl,987
S8907367038108,1011,NC,ABC001,ND,part-20251119-133439-232.jsonl,988
S8907367038108,1012,NC,ABC001,ND,part-20251119-133439-232.jsonl,989
S8907367038108,1301,NC,ABC001,ND,part-20251119-133439-232.jsonl,990
S8907367038108,1302,NC,ABC001,ND,part-20251119-133439-232.jsonl,991
S8907367038108,1303,NC,ABC001,ND,part-20251119-133439-232.jsonl,992
S8907367038108,1920,NC,ABC001,ND,part-20251119-133439-232.jsonl,993
S8907367038108,1921,NC,ABC001,ND,part-20251119-133439-232.jsonl,994
S8907367038108,1922,NC,ABC001,ND,part-20251119-133439-232.jsonl,995
S8907367038108,AP05,NC,ABC001,ND,part-20251119-133439-232.jsonl,996
S8907367038108,AS05,NC,ABC001,ND,part-20251119-133439-232.jsonl,997
S8907367038108,BH05,NC,ABC001,ND,part-20251119-133439-232.jsonl,998
S8907367038108,CH07,NC,ABC001,ND,part-20251119-133439-232.jsonl,999
S8907367038108,DL05,NC,ABC001,ND,part-20251119-133439-232.jsonl,1000
S8907367038108,DL07,NC,ABC001,ND,part-20251119-133439-488.jsonl,1
S8907367038108,GJ05,NC,ABC001,ND,part-20251119-133439-488.jsonl,2
S8907367038108,HR00,NC,ABC001,ND,part-20251119-133439-488.jsonl,3
S8907367038108,HR05,NC,ABC001,ND,part-20251119-133439-488.jsonl,4
S8907367038108,HR07,NC,ABC001,ND,part-20251119-133439-488.jsonl,5
S8907367038108,JH05,NC,ABC001,ND,part-20251119-133439-488.jsonl,6
S8907367038108,KA05,NC,ABC001,ND,part-20251119-133439-488.jsonl,7
S8907367038108,KA07,NC,ABC001,ND,part-20251119-133439-488.jsonl,8
S8907367038108,KR05,NC,ABC001,ND,part-20251119-133439-488.jsonl,9
S8907367038108,KR07,NC,ABC001,ND,part-20251119-133439-488.jsonl,10
S8907367038108,MH05,NC,ABC001,ND,part-20251119-133439-488.jsonl,11
S8907367038108,MH07,NC,ABC001,ND,part-20251119-133439-488.jsonl,12
S8907367038108,MP07,NC,ABC001,ND,part-20251119-133439-488.jsonl,13
S8907367038108,PB05,NC,ABC001,ND,part-20251119-133439-488.jsonl,14
S8907367038108,PB07,NC,ABC001,ND,part-20251119-133439-488.jsonl,15
S8907367038108,RJ07,NC,ABC001,ND,part-20251119-133439-488.jsonl,16
S8907367038108,TL05,NC,ABC001,ND,part-20251119-133439-488.jsonl,17
S8907367038108,TL07,NC,ABC001,ND,part-20251119-133439-488.jsonl,18
S8907367038108,TM05,NC,ABC001,ND,part-20251119-133439-488.jsonl,19
S8907367038108,TM07,NC,ABC001,ND,part-20251119-133439-488.jsonl,20
S8907367038108,UP05,NC,ABC001,ND,part-20251119-133439-488.jsonl,21
S8907367038108,UP07,NC,ABC001,ND,part-20251119-133439-488.jsonl,22
S8907367038108,WB05,NC,ABC001,ND,part-20251119-133439-488.jsonl,23
S8907367038108,WB07,NC,ABC001,ND,part-20251119-133439-488.jsonl,24
S8907367038122,1001,NC,ABC001,ND,part-20251119-133439-488.jsonl,25
S8907367038122,1002,NC,ABC001,ND,part-20251119-133439-488.jsonl,26
S8907367038122,1003,NC,ABC001,ND,part-20251119-133439-488.jsonl,27
S8907367038122,1005,NC,ABC001,ND,part-20251119-133439-488.jsonl,28
S8907367038122,1006,NC,ABC001,ND,part-20251119-133439-488.jsonl,29
S8907367038122,1007,NC,ABC001,ND,part-20251119-133439-488.jsonl,30
S8907367038122,1010,NC,ABC001,ND,part-20251119-133439-488.jsonl,31
S8907367038122,1011,NC,ABC001,ND,part-20251119-133439-488.jsonl,32
S8907367038122,1012,NC,ABC001,ND,part-20251119-133439-488.jsonl,33
S8907367038122,1301,NC,ABC001,ND,part-20251119-133439-488.jsonl,34
S8907367038122,1302,NC,ABC001,ND,part-20251119-133439-488.jsonl,35
S8907367038122,1303,NC,ABC001,ND,part-20251119-133439-488.jsonl,36
S8907367038122,1920,NC,ABC001,ND,part-20251119-133439-488.jsonl,37
S8907367038122,1921,NC,ABC001,ND,part-20251119-133439-488.jsonl,38
S8907367038122,1922,NC,ABC001,ND,part-20251119-133439-488.jsonl,39
S8907367038122,AP05,NC,ABC001,ND,part-20251119-133439-488.jsonl,40
S8907367038122,AS05,NC,ABC001,ND,part-20251119-133439-488.jsonl,41
S8907367038122,BH05,NC,ABC001,ND,part-20251119-133439-488.jsonl,42
S8907367038122,CH07,NC,ABC001,ND,part-20251119-133439-488.jsonl,43
S8907367038122,DL05,NC,ABC001,ND,part-20251119-133439-488.jsonl,44
S8907367038122,DL07,NC,ABC001,ND,part-20251119-133439-488.jsonl,45
S8907367038122,GJ05,NC,ABC001,ND,part-20251119-133439-488.jsonl,46
S8907367038122,HR00,NC,ABC001,ND,part-20251119-133439-488.jsonl,47
S8907367038122,HR05,NC,ABC001,ND,part-20251119-133439-488.jsonl,48
S8907367038122,HR07,NC,ABC001,ND,part-20251119-133439-488.jsonl,49
S8907367038122,JH05,NC,ABC001,ND,part-20251119-133439-488.jsonl,50
S8907367038122,KA05,NC,ABC001,ND,part-20251119-133439-488.jsonl,51
S8907367038122,KA07,NC,ABC001,ND,part-20251119-133439-488.jsonl,52
S8907367038122,KR05,NC,ABC001,ND,part-20251119-133439-488.jsonl,53
S8907367038122,KR07,NC,ABC001,ND,part-20251119-133439-488.jsonl,54
S8907367038122,MH05,NC,ABC001,ND,part-20251119-133439-488.jsonl,55
S8907367038122,MH07,NC,ABC001,ND,part-20251119-133439-488.jsonl,56
S8907367038122,MP07,NC,ABC001,ND,part-20251119-133439-488.jsonl,57
S8907367038122,PB05,NC,ABC001,ND,part-20251119-133439-488.jsonl,58
S8907367038122,PB07,NC,ABC001,ND,part-20251119-133439-488.jsonl,59
S8907367038122,RJ07,NC,ABC001,ND,part-20251119-133439-488.jsonl,60
S8907367038122,TL05,NC,ABC001,ND,part-20251119-133439-488.jsonl,61
S8907367038122,TL07,NC,ABC001,ND,part-20251119-133439-488.jsonl,62
S8907367038122,TM05,NC,ABC001,ND,part-20251119-133439-488.jsonl,63
S8907367038122,TM07,NC,ABC001,ND,part-20251119-133439-488.jsonl,64
S8907367038122,UP05,NC,ABC001,ND,part-20251119-133439-488.jsonl,65
S8907367038122,UP07,NC,ABC001,ND,part-20251119-133439-488.jsonl,66
S8907367038122,WB05,NC,ABC001,ND,part-20251119-133439-488.jsonl,67
S8907367038122,WB07,NC,ABC001,ND,part-20251119-133439-488.jsonl,68
S8907367039280,1001,NC,ABC001,ND,part-20251119-133439-488.jsonl,69
S8907367039280,1002,NC,ABC001,ND,part-20251119-133439-488.jsonl,70
S8907367039280,1003,NC,ABC001,ND,part-20251119-133439-488.jsonl,71
S8907367039280,1005,NC,ABC001,ND,part-20251119-133439-488.jsonl,72
S8907367039280,1006,NC,ABC001,ND,part-20251119-133439-488.jsonl,73
S8907367039280,1007,NC,ABC001,ND,part-20251119-133439-488.jsonl,74
S8907367039280,1010,NC,ABC001,ND,part-20251119-133439-488.jsonl,75
S8907367039280,1011,NC,ABC001,ND,part-20251119-133439-488.jsonl,76
S8907367039280,1012,NC,ABC001,ND,part-20251119-133439-488.jsonl,77
S8907367039280,1301,NC,ABC001,ND,part-20251119-133439-488.jsonl,78
S8907367039280,1302,NC,ABC001,ND,part-20251119-133439-488.jsonl,79
S8907367039280,1303,NC,ABC001,ND,part-20251119-133439-488.jsonl,80
S8907367039280,1920,NC,ABC001,ND,part-20251119-133439-488.jsonl,81
S8907367039280,1921,NC,ABC001,ND,part-20251119-133439-488.jsonl,82
S8907367039280,1922,NC,ABC001,ND,part-20251119-133439-488.jsonl,83
S8907367039280,AP05,NC,ABC001,ND,part-20251119-133439-488.jsonl,84
S8907367039280,AS05,NC,ABC001,ND,part-20251119-133439-488.jsonl,85
S8907367039280,BH05,NC,ABC001,ND,part-20251119-133439-488.jsonl,86
S8907367039280,CH07,NC,ABC001,ND,part-20251119-133439-488.jsonl,87
S8907367039280,DL05,NC,ABC001,ND,part-20251119-133439-488.jsonl,88
S8907367039280,DL07,NC,ABC001,ND,part-20251119-133439-488.jsonl,89
S8907367039280,GJ05,NC,ABC001,ND,part-20251119-133439-488.jsonl,90
S8907367039280,HR00,NC,ABC001,ND,part-20251119-133439-488.jsonl,91
S8907367039280,HR05,NC,ABC001,ND,part-20251119-133439-488.jsonl,92
S8907367039280,HR07,NC,ABC001,ND,part-20251119-133439-488.jsonl,93
S8907367039280,JH05,NC,ABC001,ND,part-20251119-133439-488.jsonl,94
S8907367039280,KA05,NC,ABC001,ND,part-20251119-133439-488.jsonl,95
S8907367039280,KA07,NC,ABC001,ND,part-20251119-133439-488.jsonl,96
S8907367039280,KR05,NC,ABC001,ND,part-20251119-133439-488.jsonl,97
S8907367039280,KR07,NC,ABC001,ND,part-20251119-133439-488.jsonl,98
S8907367039280,MH05,NC,ABC001,ND,part-20251119-133439-488.jsonl,99
S8907367039280,MH07,NC,ABC001,ND,part-20251119-133439-488.jsonl,100
S8907367039280,MP07,NC,ABC001,ND,part-20251119-133439-488.jsonl,101
